run_id,tag,model,case_id,task_success,format_ok,tokens_in,tokens_out,hallucination_flags,notes
20222751429,candidate,gpt-5.2,A16_LUHN_CHECK_DIGIT_JSON,1,1,41,10,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['check_digit']}:manual_check:{'type': 'json_has_keys', 'keys': ['check_digit']} | {'type': 'json_value_equals', 'path': ['check_digit'], 'value': 3}:manual_check:{'type': 'json_value_equals', 'path': ['check_digit'], 'value': 3}"
20222751429,candidate,gpt-5.2,A16_LUHN_CHECK_DIGIT_JSON,1,1,41,10,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['check_digit']}:manual_check:{'type': 'json_has_keys', 'keys': ['check_digit']} | {'type': 'json_value_equals', 'path': ['check_digit'], 'value': 3}:manual_check:{'type': 'json_value_equals', 'path': ['check_digit'], 'value': 3}"
20222751429,candidate,gpt-5.2,A16_LUHN_CHECK_DIGIT_JSON,1,1,41,10,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['check_digit']}:manual_check:{'type': 'json_has_keys', 'keys': ['check_digit']} | {'type': 'json_value_equals', 'path': ['check_digit'], 'value': 3}:manual_check:{'type': 'json_value_equals', 'path': ['check_digit'], 'value': 3}"
20222751429,candidate,gpt-5.2,R12_NO_META_SPEECH_JSON,1,1,70,22,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['a']}:manual_check:{'type': 'json_has_keys', 'keys': ['a']} | {'type': 'json_string_max_len', 'path': ['a'], 'max_len': 60}:manual_check:{'type': 'json_string_max_len', 'path': ['a'], 'max_len': 60} | {'type': 'forbidden_substrings', 'substrings': ['as an AI', ""I can't"", 'I cannot', 'sorry']}:manual_check:{'type': 'forbidden_substrings', 'substrings': ['as an AI', ""I can't"", 'I cannot', 'sorry']}"
20222751429,candidate,gpt-5.2,R12_NO_META_SPEECH_JSON,1,1,70,23,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['a']}:manual_check:{'type': 'json_has_keys', 'keys': ['a']} | {'type': 'json_string_max_len', 'path': ['a'], 'max_len': 60}:manual_check:{'type': 'json_string_max_len', 'path': ['a'], 'max_len': 60} | {'type': 'forbidden_substrings', 'substrings': ['as an AI', ""I can't"", 'I cannot', 'sorry']}:manual_check:{'type': 'forbidden_substrings', 'substrings': ['as an AI', ""I can't"", 'I cannot', 'sorry']}"
20222751429,candidate,gpt-5.2,R12_NO_META_SPEECH_JSON,1,1,70,25,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['a']}:manual_check:{'type': 'json_has_keys', 'keys': ['a']} | {'type': 'json_string_max_len', 'path': ['a'], 'max_len': 60}:manual_check:{'type': 'json_string_max_len', 'path': ['a'], 'max_len': 60} | {'type': 'forbidden_substrings', 'substrings': ['as an AI', ""I can't"", 'I cannot', 'sorry']}:manual_check:{'type': 'forbidden_substrings', 'substrings': ['as an AI', ""I can't"", 'I cannot', 'sorry']}"
20222751429,candidate,gpt-5.2,A11_MOD_EXP_JSON,1,1,36,10,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['R']}:manual_check:{'type': 'json_has_keys', 'keys': ['R']} | {'type': 'json_value_equals', 'path': ['R'], 'value': 65713}:manual_check:{'type': 'json_value_equals', 'path': ['R'], 'value': 65713}"
20222751429,candidate,gpt-5.2,A11_MOD_EXP_JSON,1,1,36,10,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['R']}:manual_check:{'type': 'json_has_keys', 'keys': ['R']} | {'type': 'json_value_equals', 'path': ['R'], 'value': 65713}:manual_check:{'type': 'json_value_equals', 'path': ['R'], 'value': 65713}"
20222751429,candidate,gpt-5.2,A11_MOD_EXP_JSON,1,1,36,10,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['R']}:manual_check:{'type': 'json_has_keys', 'keys': ['R']} | {'type': 'json_value_equals', 'path': ['R'], 'value': 65713}:manual_check:{'type': 'json_value_equals', 'path': ['R'], 'value': 65713}"
20222751429,candidate,gpt-5.2,F10_JSON_STRING_ESCAPING_JSON,1,1,47,22,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['text']}:manual_check:{'type': 'json_has_keys', 'keys': ['text']} | {'type': 'json_value_equals', 'path': ['text'], 'value': 'He said ""Hi"". Path: C:\\Temp\\file.txt'}:manual_check:{'type': 'json_value_equals', 'path': ['text'], 'value': 'He said ""Hi"". Path: C:\\Temp\\file.txt'}"
20222751429,candidate,gpt-5.2,F10_JSON_STRING_ESCAPING_JSON,1,1,47,22,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['text']}:manual_check:{'type': 'json_has_keys', 'keys': ['text']} | {'type': 'json_value_equals', 'path': ['text'], 'value': 'He said ""Hi"". Path: C:\\Temp\\file.txt'}:manual_check:{'type': 'json_value_equals', 'path': ['text'], 'value': 'He said ""Hi"". Path: C:\\Temp\\file.txt'}"
20222751429,candidate,gpt-5.2,F10_JSON_STRING_ESCAPING_JSON,1,1,47,22,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['text']}:manual_check:{'type': 'json_has_keys', 'keys': ['text']} | {'type': 'json_value_equals', 'path': ['text'], 'value': 'He said ""Hi"". Path: C:\\Temp\\file.txt'}:manual_check:{'type': 'json_value_equals', 'path': ['text'], 'value': 'He said ""Hi"". Path: C:\\Temp\\file.txt'}"
20222751429,candidate,gpt-5.2,F11_JSON_SUMMARY_WORDCOUNT_7,1,1,48,16,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['summary']}:manual_check:{'type': 'json_has_keys', 'keys': ['summary']} | {'type': 'json_string_word_count_exact', 'path': ['summary'], 'count': 7}:manual_check:{'type': 'json_string_word_count_exact', 'path': ['summary'], 'count': 7}"
20222751429,candidate,gpt-5.2,F11_JSON_SUMMARY_WORDCOUNT_7,1,1,48,16,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['summary']}:manual_check:{'type': 'json_has_keys', 'keys': ['summary']} | {'type': 'json_string_word_count_exact', 'path': ['summary'], 'count': 7}:manual_check:{'type': 'json_string_word_count_exact', 'path': ['summary'], 'count': 7}"
20222751429,candidate,gpt-5.2,F11_JSON_SUMMARY_WORDCOUNT_7,1,1,48,16,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['summary']}:manual_check:{'type': 'json_has_keys', 'keys': ['summary']} | {'type': 'json_string_word_count_exact', 'path': ['summary'], 'count': 7}:manual_check:{'type': 'json_string_word_count_exact', 'path': ['summary'], 'count': 7}"
20222751429,candidate,gpt-5.2,S13_BUILD_ARRAY_FROM_RULES_JSON,1,1,47,74,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['rows']}:manual_check:{'type': 'json_has_keys', 'keys': ['rows']} | {'type': 'json_list_len', 'path': ['rows'], 'len': 5}:manual_check:{'type': 'json_list_len', 'path': ['rows'], 'len': 5} | {'type': 'json_each_has_keys', 'path': ['rows'], 'keys': ['id', 'parity', 'square']}:manual_check:{'type': 'json_each_has_keys', 'path': ['rows'], 'keys': ['id', 'parity', 'square']} | {'type': 'json_value_equals', 'path': ['rows'], 'value': [{'id': 1, 'parity': 'odd', 'square': 1}, {'id': 2, 'parity': 'even', 'square': 4}, {'id': 3, 'parity': 'odd', 'square': 9}, {'id': 4, 'parity': 'even', 'square': 16}, {'id': 5, 'parity': 'odd', 'square': 25}]}:manual_check:{'type': 'json_value_equals', 'path': ['rows'], 'value': [{'id': 1, 'parity': 'odd', 'square': 1}, {'id': 2, 'parity': 'even', 'square': 4}, {'id': 3, 'parity': 'odd', 'square': 9}, {'id': 4, 'parity': 'even', 'square': 16}, {'id': 5, 'parit"
20222751429,candidate,gpt-5.2,S13_BUILD_ARRAY_FROM_RULES_JSON,1,1,47,74,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['rows']}:manual_check:{'type': 'json_has_keys', 'keys': ['rows']} | {'type': 'json_list_len', 'path': ['rows'], 'len': 5}:manual_check:{'type': 'json_list_len', 'path': ['rows'], 'len': 5} | {'type': 'json_each_has_keys', 'path': ['rows'], 'keys': ['id', 'parity', 'square']}:manual_check:{'type': 'json_each_has_keys', 'path': ['rows'], 'keys': ['id', 'parity', 'square']} | {'type': 'json_value_equals', 'path': ['rows'], 'value': [{'id': 1, 'parity': 'odd', 'square': 1}, {'id': 2, 'parity': 'even', 'square': 4}, {'id': 3, 'parity': 'odd', 'square': 9}, {'id': 4, 'parity': 'even', 'square': 16}, {'id': 5, 'parity': 'odd', 'square': 25}]}:manual_check:{'type': 'json_value_equals', 'path': ['rows'], 'value': [{'id': 1, 'parity': 'odd', 'square': 1}, {'id': 2, 'parity': 'even', 'square': 4}, {'id': 3, 'parity': 'odd', 'square': 9}, {'id': 4, 'parity': 'even', 'square': 16}, {'id': 5, 'parit"
20222751429,candidate,gpt-5.2,S13_BUILD_ARRAY_FROM_RULES_JSON,1,1,47,74,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['rows']}:manual_check:{'type': 'json_has_keys', 'keys': ['rows']} | {'type': 'json_list_len', 'path': ['rows'], 'len': 5}:manual_check:{'type': 'json_list_len', 'path': ['rows'], 'len': 5} | {'type': 'json_each_has_keys', 'path': ['rows'], 'keys': ['id', 'parity', 'square']}:manual_check:{'type': 'json_each_has_keys', 'path': ['rows'], 'keys': ['id', 'parity', 'square']} | {'type': 'json_value_equals', 'path': ['rows'], 'value': [{'id': 1, 'parity': 'odd', 'square': 1}, {'id': 2, 'parity': 'even', 'square': 4}, {'id': 3, 'parity': 'odd', 'square': 9}, {'id': 4, 'parity': 'even', 'square': 16}, {'id': 5, 'parity': 'odd', 'square': 25}]}:manual_check:{'type': 'json_value_equals', 'path': ['rows'], 'value': [{'id': 1, 'parity': 'odd', 'square': 1}, {'id': 2, 'parity': 'even', 'square': 4}, {'id': 3, 'parity': 'odd', 'square': 9}, {'id': 4, 'parity': 'even', 'square': 16}, {'id': 5, 'parit"
20222751429,candidate,gpt-5.2,F14_UNICODE_EXACT_JSON,1,1,42,10,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['word']}:manual_check:{'type': 'json_has_keys', 'keys': ['word']} | {'type': 'json_value_equals', 'path': ['word'], 'value': 'café'}:manual_check:{'type': 'json_value_equals', 'path': ['word'], 'value': 'café'}"
20222751429,candidate,gpt-5.2,F14_UNICODE_EXACT_JSON,1,1,42,10,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['word']}:manual_check:{'type': 'json_has_keys', 'keys': ['word']} | {'type': 'json_value_equals', 'path': ['word'], 'value': 'café'}:manual_check:{'type': 'json_value_equals', 'path': ['word'], 'value': 'café'}"
20222751429,candidate,gpt-5.2,F14_UNICODE_EXACT_JSON,1,1,42,10,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['word']}:manual_check:{'type': 'json_has_keys', 'keys': ['word']} | {'type': 'json_value_equals', 'path': ['word'], 'value': 'café'}:manual_check:{'type': 'json_value_equals', 'path': ['word'], 'value': 'café'}"
20222751429,candidate,gpt-5.2,R11_CONTRADICTION_PICK_LATEST_JSON,1,1,67,9,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['limit']}:manual_check:{'type': 'json_has_keys', 'keys': ['limit']} | {'type': 'json_value_equals', 'path': ['limit'], 'value': 12}:manual_check:{'type': 'json_value_equals', 'path': ['limit'], 'value': 12}"
20222751429,candidate,gpt-5.2,R11_CONTRADICTION_PICK_LATEST_JSON,1,1,67,9,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['limit']}:manual_check:{'type': 'json_has_keys', 'keys': ['limit']} | {'type': 'json_value_equals', 'path': ['limit'], 'value': 12}:manual_check:{'type': 'json_value_equals', 'path': ['limit'], 'value': 12}"
20222751429,candidate,gpt-5.2,R11_CONTRADICTION_PICK_LATEST_JSON,1,1,67,9,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['limit']}:manual_check:{'type': 'json_has_keys', 'keys': ['limit']} | {'type': 'json_value_equals', 'path': ['limit'], 'value': 12}:manual_check:{'type': 'json_value_equals', 'path': ['limit'], 'value': 12}"
20222751429,candidate,gpt-5.2,S12_JSON_SCHEMA_NESTED_STRICT,1,1,108,50,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_schema', 'schema': {'type': 'object', 'additionalProperties': False, 'required': ['meta', 'data'], 'properties': {'meta': {'type': 'object', 'additionalProperties': False, 'required': ['version', 'lang'], 'properties': {'version': {'type': 'integer'}, 'lang': {'type': 'string', 'enum': ['zh-Hant', 'en']}}}, 'data': {'type': 'array', 'minItems': 3, 'maxItems': 3, 'items': {'type': 'object', 'additionalProperties': False, 'required': ['id', 'value'], 'properties': {'id': {'type': 'string', 'pattern': '^ID-[0-9]{2}$'}, 'value': {'type': 'integer'}}}}}}}:manual_check:{'type': 'json_schema', 'schema': {'type': 'object', 'additionalProperties': False, 'required': ['meta', 'data'], 'properties': {'meta': {'type': 'object', 'additionalProperties': False, 'required': ['version', 'lang'], 'properties': {'version': {'type': 'integer'}, 'lang': {'type': 'string', 'enum': ['zh-Hant', 'en']}}}, 'data': {'type': 'array'"
20222751429,candidate,gpt-5.2,S12_JSON_SCHEMA_NESTED_STRICT,1,1,108,50,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_schema', 'schema': {'type': 'object', 'additionalProperties': False, 'required': ['meta', 'data'], 'properties': {'meta': {'type': 'object', 'additionalProperties': False, 'required': ['version', 'lang'], 'properties': {'version': {'type': 'integer'}, 'lang': {'type': 'string', 'enum': ['zh-Hant', 'en']}}}, 'data': {'type': 'array', 'minItems': 3, 'maxItems': 3, 'items': {'type': 'object', 'additionalProperties': False, 'required': ['id', 'value'], 'properties': {'id': {'type': 'string', 'pattern': '^ID-[0-9]{2}$'}, 'value': {'type': 'integer'}}}}}}}:manual_check:{'type': 'json_schema', 'schema': {'type': 'object', 'additionalProperties': False, 'required': ['meta', 'data'], 'properties': {'meta': {'type': 'object', 'additionalProperties': False, 'required': ['version', 'lang'], 'properties': {'version': {'type': 'integer'}, 'lang': {'type': 'string', 'enum': ['zh-Hant', 'en']}}}, 'data': {'type': 'array'"
20222751429,candidate,gpt-5.2,S12_JSON_SCHEMA_NESTED_STRICT,1,1,108,50,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_schema', 'schema': {'type': 'object', 'additionalProperties': False, 'required': ['meta', 'data'], 'properties': {'meta': {'type': 'object', 'additionalProperties': False, 'required': ['version', 'lang'], 'properties': {'version': {'type': 'integer'}, 'lang': {'type': 'string', 'enum': ['zh-Hant', 'en']}}}, 'data': {'type': 'array', 'minItems': 3, 'maxItems': 3, 'items': {'type': 'object', 'additionalProperties': False, 'required': ['id', 'value'], 'properties': {'id': {'type': 'string', 'pattern': '^ID-[0-9]{2}$'}, 'value': {'type': 'integer'}}}}}}}:manual_check:{'type': 'json_schema', 'schema': {'type': 'object', 'additionalProperties': False, 'required': ['meta', 'data'], 'properties': {'meta': {'type': 'object', 'additionalProperties': False, 'required': ['version', 'lang'], 'properties': {'version': {'type': 'integer'}, 'lang': {'type': 'string', 'enum': ['zh-Hant', 'en']}}}, 'data': {'type': 'array'"
20222751429,candidate,gpt-5.2,R10_INJECTION_IGNORE_NONJSON,1,1,49,9,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['ok']}:manual_check:{'type': 'json_has_keys', 'keys': ['ok']} | {'type': 'json_value_equals', 'path': ['ok'], 'value': True}:manual_check:{'type': 'json_value_equals', 'path': ['ok'], 'value': True}"
20222751429,candidate,gpt-5.2,R10_INJECTION_IGNORE_NONJSON,1,1,49,9,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['ok']}:manual_check:{'type': 'json_has_keys', 'keys': ['ok']} | {'type': 'json_value_equals', 'path': ['ok'], 'value': True}:manual_check:{'type': 'json_value_equals', 'path': ['ok'], 'value': True}"
20222751429,candidate,gpt-5.2,R10_INJECTION_IGNORE_NONJSON,1,1,49,9,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['ok']}:manual_check:{'type': 'json_has_keys', 'keys': ['ok']} | {'type': 'json_value_equals', 'path': ['ok'], 'value': True}:manual_check:{'type': 'json_value_equals', 'path': ['ok'], 'value': True}"
20222751429,candidate,gpt-5.2,A13_DETERMINANT_3X3_JSON,1,1,60,9,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['det']}:manual_check:{'type': 'json_has_keys', 'keys': ['det']} | {'type': 'json_value_equals', 'path': ['det'], 'value': 290}:manual_check:{'type': 'json_value_equals', 'path': ['det'], 'value': 290}"
20222751429,candidate,gpt-5.2,A13_DETERMINANT_3X3_JSON,1,1,60,9,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['det']}:manual_check:{'type': 'json_has_keys', 'keys': ['det']} | {'type': 'json_value_equals', 'path': ['det'], 'value': 290}:manual_check:{'type': 'json_value_equals', 'path': ['det'], 'value': 290}"
20222751429,candidate,gpt-5.2,A13_DETERMINANT_3X3_JSON,1,1,60,9,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['det']}:manual_check:{'type': 'json_has_keys', 'keys': ['det']} | {'type': 'json_value_equals', 'path': ['det'], 'value': 290}:manual_check:{'type': 'json_value_equals', 'path': ['det'], 'value': 290}"
20222751429,candidate,gpt-5.2,A14_PRIME_COUNT_200_JSON,1,1,29,9,0,"{'type': 'no_extra_text'}:manual_check:{'type': 'no_extra_text'} | {'type': 'json_has_keys', 'keys': ['count']}:manual_check:{'type': 'json_has_keys', 'keys': ['count']} | {'type': 'json_value_equals', 'path': ['count'], 'value': 46}:manual_check:{'type': 'json_value_equals', 'path': ['count'], 'value': 46}"
